article_index,section_name,group_name,item_name,item_chips,item_desc,item_stats,image_index,image_role,phase_index,phase_label,image_alt,image_title,image_path,image_url,duplicate_index,local_path,download_status
28,超变图鉴,黄金果实,黄金·孔雀草,+80,卖给商人后，可以获得金豆豆。,基础经验:1680 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,6,phase,5,第5阶段,第5阶段,,plant/model/v4/gold/Crop_257_5.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_257_5.png,5,超变图鉴/黄金果实/黄金·孔雀草/黄金·孔雀草_05_第5阶段.png,downloaded
28,超变图鉴,黄金果实,黄金·孔雀草,+80,卖给商人后，可以获得金豆豆。,基础经验:1680 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,7,phase,6,第6阶段,第6阶段,,plant/model/v4/gold/Crop_257_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_257_6.png,6,超变图鉴/黄金果实/黄金·孔雀草/黄金·孔雀草_06_第6阶段.png,downloaded
29,超变图鉴,黄金果实,黄金·欧石楠,+80,卖给商人后，可以获得金豆豆。,基础经验:1680 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,1,main,,,黄金·欧石楠,,plant/model/v4/gold/Crop_258_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_258_6.png,1,超变图鉴/黄金果实/黄金·欧石楠/黄金·欧石楠_00_主图.png,downloaded
29,超变图鉴,黄金果实,黄金·欧石楠,+80,卖给商人后，可以获得金豆豆。,基础经验:1680 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,2,phase,1,第1阶段,第1阶段,,plant/model/v4/gold/Crop_258_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_258_Seed.png,1,超变图鉴/黄金果实/黄金·欧石楠/黄金·欧石楠_01_第1阶段.png,downloaded
29,超变图鉴,黄金果实,黄金·欧石楠,+80,卖给商人后，可以获得金豆豆。,基础经验:1680 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,3,phase,2,第2阶段,第2阶段,,plant/model/v4/gold/Crop_258_2.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_258_2.png,2,超变图鉴/黄金果实/黄金·欧石楠/黄金·欧石楠_02_第2阶段.png,downloaded
29,超变图鉴,黄金果实,黄金·欧石楠,+80,卖给商人后，可以获得金豆豆。,基础经验:1680 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,4,phase,3,第3阶段,第3阶段,,plant/model/v4/gold/Crop_258_3.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_258_3.png,3,超变图鉴/黄金果实/黄金·欧石楠/黄金·欧石楠_03_第3阶段.png,downloaded
29,超变图鉴,黄金果实,黄金·欧石楠,+80,卖给商人后，可以获得金豆豆。,基础经验:1680 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,5,phase,4,第4阶段,第4阶段,,plant/model/v4/gold/Crop_258_4.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_258_4.png,4,超变图鉴/黄金果实/黄金·欧石楠/黄金·欧石楠_04_第4阶段.png,downloaded
29,超变图鉴,黄金果实,黄金·欧石楠,+80,卖给商人后，可以获得金豆豆。,基础经验:1680 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,6,phase,5,第5阶段,第5阶段,,plant/model/v4/gold/Crop_258_5.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_258_5.png,5,超变图鉴/黄金果实/黄金·欧石楠/黄金·欧石楠_05_第5阶段.png,downloaded
29,超变图鉴,黄金果实,黄金·欧石楠,+80,卖给商人后，可以获得金豆豆。,基础经验:1680 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,7,phase,6,第6阶段,第6阶段,,plant/model/v4/gold/Crop_258_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_258_6.png,6,超变图鉴/黄金果实/黄金·欧石楠/黄金·欧石楠_06_第6阶段.png,downloaded
30,超变图鉴,黄金果实,黄金·黄金果,+80,卖给商人后，可以获得金豆豆。,基础经验:1680 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,1,main,,,黄金·黄金果,,plant/model/v4/gold/Crop_304_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_304_6.png,1,超变图鉴/黄金果实/黄金·黄金果/黄金·黄金果_00_主图.png,downloaded
30,超变图鉴,黄金果实,黄金·黄金果,+80,卖给商人后，可以获得金豆豆。,基础经验:1680 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,2,phase,1,第1阶段,第1阶段,,plant/model/v4/gold/Crop_304_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_304_Seed.png,1,超变图鉴/黄金果实/黄金·黄金果/黄金·黄金果_01_第1阶段.png,downloaded
30,超变图鉴,黄金果实,黄金·黄金果,+80,卖给商人后，可以获得金豆豆。,基础经验:1680 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,3,phase,2,第2阶段,第2阶段,,plant/model/v4/gold/Crop_304_2.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_304_2.png,2,超变图鉴/黄金果实/黄金·黄金果/黄金·黄金果_02_第2阶段.png,downloaded
30,超变图鉴,黄金果实,黄金·黄金果,+80,卖给商人后，可以获得金豆豆。,基础经验:1680 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,4,phase,3,第3阶段,第3阶段,,plant/model/v4/gold/Crop_304_3.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_304_3.png,3,超变图鉴/黄金果实/黄金·黄金果/黄金·黄金果_03_第3阶段.png,downloaded
30,超变图鉴,黄金果实,黄金·黄金果,+80,卖给商人后，可以获得金豆豆。,基础经验:1680 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,5,phase,4,第4阶段,第4阶段,,plant/model/v4/gold/Crop_304_4.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_304_4.png,4,超变图鉴/黄金果实/黄金·黄金果/黄金·黄金果_04_第4阶段.png,downloaded
30,超变图鉴,黄金果实,黄金·黄金果,+80,卖给商人后，可以获得金豆豆。,基础经验:1680 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,6,phase,5,第5阶段,第5阶段,,plant/model/v4/gold/Crop_304_5.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_304_5.png,5,超变图鉴/黄金果实/黄金·黄金果/黄金·黄金果_05_第5阶段.png,downloaded
30,超变图鉴,黄金果实,黄金·黄金果,+80,卖给商人后，可以获得金豆豆。,基础经验:1680 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,7,phase,6,第6阶段,第6阶段,,plant/model/v4/gold/Crop_304_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_304_6.png,6,超变图鉴/黄金果实/黄金·黄金果/黄金·黄金果_06_第6阶段.png,downloaded
31,超变图鉴,黄金果实,黄金·地涌金莲,+80,卖给商人后，可以获得金豆豆。,基础经验:840 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,1,main,,,黄金·地涌金莲,,plant/model/v4/gold/Crop_267_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_267_6.png,1,超变图鉴/黄金果实/黄金·地涌金莲/黄金·地涌金莲_00_主图.png,downloaded
31,超变图鉴,黄金果实,黄金·地涌金莲,+80,卖给商人后，可以获得金豆豆。,基础经验:840 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,2,phase,1,第1阶段,第1阶段,,plant/model/v4/gold/Crop_267_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_267_Seed.png,1,超变图鉴/黄金果实/黄金·地涌金莲/黄金·地涌金莲_01_第1阶段.png,downloaded
31,超变图鉴,黄金果实,黄金·地涌金莲,+80,卖给商人后，可以获得金豆豆。,基础经验:840 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,3,phase,2,第2阶段,第2阶段,,plant/model/v4/gold/Crop_267_2.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_267_2.png,2,超变图鉴/黄金果实/黄金·地涌金莲/黄金·地涌金莲_02_第2阶段.png,downloaded
31,超变图鉴,黄金果实,黄金·地涌金莲,+80,卖给商人后，可以获得金豆豆。,基础经验:840 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,4,phase,3,第3阶段,第3阶段,,plant/model/v4/gold/Crop_267_3.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_267_3.png,3,超变图鉴/黄金果实/黄金·地涌金莲/黄金·地涌金莲_03_第3阶段.png,downloaded
31,超变图鉴,黄金果实,黄金·地涌金莲,+80,卖给商人后，可以获得金豆豆。,基础经验:840 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,5,phase,4,第4阶段,第4阶段,,plant/model/v4/gold/Crop_267_4.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_267_4.png,4,超变图鉴/黄金果实/黄金·地涌金莲/黄金·地涌金莲_04_第4阶段.png,downloaded
31,超变图鉴,黄金果实,黄金·地涌金莲,+80,卖给商人后，可以获得金豆豆。,基础经验:840 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,6,phase,5,第5阶段,第5阶段,,plant/model/v4/gold/Crop_267_5.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_267_5.png,5,超变图鉴/黄金果实/黄金·地涌金莲/黄金·地涌金莲_05_第5阶段.png,downloaded
31,超变图鉴,黄金果实,黄金·地涌金莲,+80,卖给商人后，可以获得金豆豆。,基础经验:840 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,7,phase,6,第6阶段,第6阶段,,plant/model/v4/gold/Crop_267_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_267_6.png,6,超变图鉴/黄金果实/黄金·地涌金莲/黄金·地涌金莲_06_第6阶段.png,downloaded
32,超变图鉴,黄金果实,黄金·繁星花,+80,卖给商人后，可以获得金豆豆。,基础经验:840 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,1,main,,,黄金·繁星花,,plant/model/v4/gold/Crop_1044_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_1044_6.png,1,超变图鉴/黄金果实/黄金·繁星花/黄金·繁星花_00_主图.png,downloaded
32,超变图鉴,黄金果实,黄金·繁星花,+80,卖给商人后，可以获得金豆豆。,基础经验:840 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,2,phase,1,第1阶段,第1阶段,,plant/model/v4/gold/Crop_1044_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_1044_Seed.png,1,超变图鉴/黄金果实/黄金·繁星花/黄金·繁星花_01_第1阶段.png,downloaded
32,超变图鉴,黄金果实,黄金·繁星花,+80,卖给商人后，可以获得金豆豆。,基础经验:840 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,3,phase,2,第2阶段,第2阶段,,plant/model/v4/gold/Crop_1044_2.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_1044_2.png,2,超变图鉴/黄金果实/黄金·繁星花/黄金·繁星花_02_第2阶段.png,downloaded
32,超变图鉴,黄金果实,黄金·繁星花,+80,卖给商人后，可以获得金豆豆。,基础经验:840 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,4,phase,3,第3阶段,第3阶段,,plant/model/v4/gold/Crop_1044_3.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_1044_3.png,3,超变图鉴/黄金果实/黄金·繁星花/黄金·繁星花_03_第3阶段.png,downloaded
32,超变图鉴,黄金果实,黄金·繁星花,+80,卖给商人后，可以获得金豆豆。,基础经验:840 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,5,phase,4,第4阶段,第4阶段,,plant/model/v4/gold/Crop_1044_4.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_1044_4.png,4,超变图鉴/黄金果实/黄金·繁星花/黄金·繁星花_04_第4阶段.png,downloaded
32,超变图鉴,黄金果实,黄金·繁星花,+80,卖给商人后，可以获得金豆豆。,基础经验:840 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,6,phase,5,第5阶段,第5阶段,,plant/model/v4/gold/Crop_1044_5.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_1044_5.png,5,超变图鉴/黄金果实/黄金·繁星花/黄金·繁星花_05_第5阶段.png,downloaded
32,超变图鉴,黄金果实,黄金·繁星花,+80,卖给商人后，可以获得金豆豆。,基础经验:840 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,7,phase,6,第6阶段,第6阶段,,plant/model/v4/gold/Crop_1044_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_1044_6.png,6,超变图鉴/黄金果实/黄金·繁星花/黄金·繁星花_06_第6阶段.png,downloaded
33,超变图鉴,黄金果实,黄金·香彩雀,+80,卖给商人后，可以获得金豆豆。,基础经验:840 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,1,main,,,黄金·香彩雀,,plant/model/v4/gold/Crop_1038_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_1038_6.png,1,超变图鉴/黄金果实/黄金·香彩雀/黄金·香彩雀_00_主图.png,downloaded
33,超变图鉴,黄金果实,黄金·香彩雀,+80,卖给商人后，可以获得金豆豆。,基础经验:840 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,2,phase,1,第1阶段,第1阶段,,plant/model/v4/gold/Crop_1038_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_1038_Seed.png,1,超变图鉴/黄金果实/黄金·香彩雀/黄金·香彩雀_01_第1阶段.png,downloaded
33,超变图鉴,黄金果实,黄金·香彩雀,+80,卖给商人后，可以获得金豆豆。,基础经验:840 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,3,phase,2,第2阶段,第2阶段,,plant/model/v4/gold/Crop_1038_2.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_1038_2.png,2,超变图鉴/黄金果实/黄金·香彩雀/黄金·香彩雀_02_第2阶段.png,downloaded
33,超变图鉴,黄金果实,黄金·香彩雀,+80,卖给商人后，可以获得金豆豆。,基础经验:840 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,4,phase,3,第3阶段,第3阶段,,plant/model/v4/gold/Crop_1038_3.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_1038_3.png,3,超变图鉴/黄金果实/黄金·香彩雀/黄金·香彩雀_03_第3阶段.png,downloaded
33,超变图鉴,黄金果实,黄金·香彩雀,+80,卖给商人后，可以获得金豆豆。,基础经验:840 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,5,phase,4,第4阶段,第4阶段,,plant/model/v4/gold/Crop_1038_4.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_1038_4.png,4,超变图鉴/黄金果实/黄金·香彩雀/黄金·香彩雀_04_第4阶段.png,downloaded
33,超变图鉴,黄金果实,黄金·香彩雀,+80,卖给商人后，可以获得金豆豆。,基础经验:840 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,6,phase,5,第5阶段,第5阶段,,plant/model/v4/gold/Crop_1038_5.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_1038_5.png,5,超变图鉴/黄金果实/黄金·香彩雀/黄金·香彩雀_05_第5阶段.png,downloaded
33,超变图鉴,黄金果实,黄金·香彩雀,+80,卖给商人后，可以获得金豆豆。,基础经验:840 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,7,phase,6,第6阶段,第6阶段,,plant/model/v4/gold/Crop_1038_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_1038_6.png,6,超变图鉴/黄金果实/黄金·香彩雀/黄金·香彩雀_06_第6阶段.png,downloaded
34,超变图鉴,黄金果实,黄金·荷青花,+80,卖给商人后，可以获得金豆豆。,基础经验:840 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,1,main,,,黄金·荷青花,,plant/model/v4/gold/Crop_1474_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_1474_6.png,1,超变图鉴/黄金果实/黄金·荷青花/黄金·荷青花_00_主图.png,downloaded
34,超变图鉴,黄金果实,黄金·荷青花,+80,卖给商人后，可以获得金豆豆。,基础经验:840 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,2,phase,1,第1阶段,第1阶段,,plant/model/v4/gold/Crop_1474_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_1474_Seed.png,1,超变图鉴/黄金果实/黄金·荷青花/黄金·荷青花_01_第1阶段.png,downloaded
34,超变图鉴,黄金果实,黄金·荷青花,+80,卖给商人后，可以获得金豆豆。,基础经验:840 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,3,phase,2,第2阶段,第2阶段,,plant/model/v4/gold/Crop_1474_2.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_1474_2.png,2,超变图鉴/黄金果实/黄金·荷青花/黄金·荷青花_02_第2阶段.png,downloaded
34,超变图鉴,黄金果实,黄金·荷青花,+80,卖给商人后，可以获得金豆豆。,基础经验:840 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,4,phase,3,第3阶段,第3阶段,,plant/model/v4/gold/Crop_1474_3.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_1474_3.png,3,超变图鉴/黄金果实/黄金·荷青花/黄金·荷青花_03_第3阶段.png,downloaded
34,超变图鉴,黄金果实,黄金·荷青花,+80,卖给商人后，可以获得金豆豆。,基础经验:840 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,5,phase,4,第4阶段,第4阶段,,plant/model/v4/gold/Crop_1474_4.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_1474_4.png,4,超变图鉴/黄金果实/黄金·荷青花/黄金·荷青花_04_第4阶段.png,downloaded
34,超变图鉴,黄金果实,黄金·荷青花,+80,卖给商人后，可以获得金豆豆。,基础经验:840 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,6,phase,5,第5阶段,第5阶段,,plant/model/v4/gold/Crop_1474_5.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_1474_5.png,5,超变图鉴/黄金果实/黄金·荷青花/黄金·荷青花_05_第5阶段.png,downloaded
34,超变图鉴,黄金果实,黄金·荷青花,+80,卖给商人后，可以获得金豆豆。,基础经验:840 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,7,phase,6,第6阶段,第6阶段,,plant/model/v4/gold/Crop_1474_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_1474_6.png,6,超变图鉴/黄金果实/黄金·荷青花/黄金·荷青花_06_第6阶段.png,downloaded
35,超变图鉴,黄金果实,黄金·芹叶铁线莲,+80,卖给商人后，可以获得金豆豆。,基础经验:840 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,1,main,,,黄金·芹叶铁线莲,,plant/model/v4/gold/Crop_243_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_243_6.png,1,超变图鉴/黄金果实/黄金·芹叶铁线莲/黄金·芹叶铁线莲_00_主图.png,downloaded
35,超变图鉴,黄金果实,黄金·芹叶铁线莲,+80,卖给商人后，可以获得金豆豆。,基础经验:840 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,2,phase,1,第1阶段,第1阶段,,plant/model/v4/gold/Crop_243_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_243_Seed.png,1,超变图鉴/黄金果实/黄金·芹叶铁线莲/黄金·芹叶铁线莲_01_第1阶段.png,downloaded
35,超变图鉴,黄金果实,黄金·芹叶铁线莲,+80,卖给商人后，可以获得金豆豆。,基础经验:840 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,3,phase,2,第2阶段,第2阶段,,plant/model/v4/gold/Crop_243_2.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_243_2.png,2,超变图鉴/黄金果实/黄金·芹叶铁线莲/黄金·芹叶铁线莲_02_第2阶段.png,downloaded
35,超变图鉴,黄金果实,黄金·芹叶铁线莲,+80,卖给商人后，可以获得金豆豆。,基础经验:840 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,4,phase,3,第3阶段,第3阶段,,plant/model/v4/gold/Crop_243_3.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_243_3.png,3,超变图鉴/黄金果实/黄金·芹叶铁线莲/黄金·芹叶铁线莲_03_第3阶段.png,downloaded
35,超变图鉴,黄金果实,黄金·芹叶铁线莲,+80,卖给商人后，可以获得金豆豆。,基础经验:840 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,5,phase,4,第4阶段,第4阶段,,plant/model/v4/gold/Crop_243_4.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_243_4.png,4,超变图鉴/黄金果实/黄金·芹叶铁线莲/黄金·芹叶铁线莲_04_第4阶段.png,downloaded
35,超变图鉴,黄金果实,黄金·芹叶铁线莲,+80,卖给商人后，可以获得金豆豆。,基础经验:840 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,6,phase,5,第5阶段,第5阶段,,plant/model/v4/gold/Crop_243_5.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_243_5.png,5,超变图鉴/黄金果实/黄金·芹叶铁线莲/黄金·芹叶铁线莲_05_第5阶段.png,downloaded
35,超变图鉴,黄金果实,黄金·芹叶铁线莲,+80,卖给商人后，可以获得金豆豆。,基础经验:840 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,7,phase,6,第6阶段,第6阶段,,plant/model/v4/gold/Crop_243_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_243_6.png,6,超变图鉴/黄金果实/黄金·芹叶铁线莲/黄金·芹叶铁线莲_06_第6阶段.png,downloaded
36,超变图鉴,黄金果实,黄金·菖蒲,+80,卖给商人后，可以获得金豆豆。,基础经验:840 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,1,main,,,黄金·菖蒲,,plant/model/v4/gold/Crop_1134_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_1134_6.png,1,超变图鉴/黄金果实/黄金·菖蒲/黄金·菖蒲_00_主图.png,downloaded
36,超变图鉴,黄金果实,黄金·菖蒲,+80,卖给商人后，可以获得金豆豆。,基础经验:840 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,2,phase,1,第1阶段,第1阶段,,plant/model/v4/gold/Crop_1134_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_1134_Seed.png,1,超变图鉴/黄金果实/黄金·菖蒲/黄金·菖蒲_01_第1阶段.png,downloaded
36,超变图鉴,黄金果实,黄金·菖蒲,+80,卖给商人后，可以获得金豆豆。,基础经验:840 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,3,phase,2,第2阶段,第2阶段,,plant/model/v4/gold/Crop_1134_2.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_1134_2.png,2,超变图鉴/黄金果实/黄金·菖蒲/黄金·菖蒲_02_第2阶段.png,downloaded
36,超变图鉴,黄金果实,黄金·菖蒲,+80,卖给商人后，可以获得金豆豆。,基础经验:840 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,4,phase,3,第3阶段,第3阶段,,plant/model/v4/gold/Crop_1134_3.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_1134_3.png,3,超变图鉴/黄金果实/黄金·菖蒲/黄金·菖蒲_03_第3阶段.png,downloaded
36,超变图鉴,黄金果实,黄金·菖蒲,+80,卖给商人后，可以获得金豆豆。,基础经验:840 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,5,phase,4,第4阶段,第4阶段,,plant/model/v4/gold/Crop_1134_4.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_1134_4.png,4,超变图鉴/黄金果实/黄金·菖蒲/黄金·菖蒲_04_第4阶段.png,downloaded
36,超变图鉴,黄金果实,黄金·菖蒲,+80,卖给商人后，可以获得金豆豆。,基础经验:840 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,6,phase,5,第5阶段,第5阶段,,plant/model/v4/gold/Crop_1134_5.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_1134_5.png,5,超变图鉴/黄金果实/黄金·菖蒲/黄金·菖蒲_05_第5阶段.png,downloaded
36,超变图鉴,黄金果实,黄金·菖蒲,+80,卖给商人后，可以获得金豆豆。,基础经验:840 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,7,phase,6,第6阶段,第6阶段,,plant/model/v4/gold/Crop_1134_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_1134_6.png,6,超变图鉴/黄金果实/黄金·菖蒲/黄金·菖蒲_06_第6阶段.png,downloaded
37,超变图鉴,黄金果实,黄金·凌霄花,+80,卖给商人后，可以获得金豆豆。,基础经验:840 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,1,main,,,黄金·凌霄花,,plant/model/v4/gold/Crop_6127_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_6127_6.png,1,超变图鉴/黄金果实/黄金·凌霄花/黄金·凌霄花_00_主图.png,downloaded
37,超变图鉴,黄金果实,黄金·凌霄花,+80,卖给商人后，可以获得金豆豆。,基础经验:840 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,2,phase,1,第1阶段,第1阶段,,plant/model/v4/gold/Crop_6127_Seed.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_6127_Seed.png,1,超变图鉴/黄金果实/黄金·凌霄花/黄金·凌霄花_01_第1阶段.png,downloaded
37,超变图鉴,黄金果实,黄金·凌霄花,+80,卖给商人后，可以获得金豆豆。,基础经验:840 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,3,phase,2,第2阶段,第2阶段,,plant/model/v4/gold/Crop_6127_2.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_6127_2.png,2,超变图鉴/黄金果实/黄金·凌霄花/黄金·凌霄花_02_第2阶段.png,downloaded
37,超变图鉴,黄金果实,黄金·凌霄花,+80,卖给商人后，可以获得金豆豆。,基础经验:840 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,4,phase,3,第3阶段,第3阶段,,plant/model/v4/gold/Crop_6127_3.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_6127_3.png,3,超变图鉴/黄金果实/黄金·凌霄花/黄金·凌霄花_03_第3阶段.png,downloaded
37,超变图鉴,黄金果实,黄金·凌霄花,+80,卖给商人后，可以获得金豆豆。,基础经验:840 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,5,phase,4,第4阶段,第4阶段,,plant/model/v4/gold/Crop_6127_4.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_6127_4.png,4,超变图鉴/黄金果实/黄金·凌霄花/黄金·凌霄花_04_第4阶段.png,downloaded
37,超变图鉴,黄金果实,黄金·凌霄花,+80,卖给商人后，可以获得金豆豆。,基础经验:840 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,6,phase,5,第5阶段,第5阶段,,plant/model/v4/gold/Crop_6127_5.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_6127_5.png,5,超变图鉴/黄金果实/黄金·凌霄花/黄金·凌霄花_05_第5阶段.png,downloaded
37,超变图鉴,黄金果实,黄金·凌霄花,+80,卖给商人后，可以获得金豆豆。,基础经验:840 | 基础果实:10个 | 果实单价:— | 图鉴点数:80,7,phase,6,第6阶段,第6阶段,,plant/model/v4/gold/Crop_6127_6.png,https://jsq.gptvip.chat/images/plant/model/v4/gold/Crop_6127_6.png,6,超变图鉴/黄金果实/黄金·凌霄花/黄金·凌霄花_06_第6阶段.png,downloaded
